iter	Logloss
0	0.4668507586
1	0.3215004706
2	0.2508427765
3	0.2106255946
4	0.1852790408
5	0.1684438252
6	0.1548794349
7	0.1490915776
8	0.1428400059
9	0.1391214218
10	0.135002076
11	0.1321410311
12	0.1236781692
13	0.1190146771
14	0.1163704504
15	0.1132743133
16	0.1108097509
17	0.1040718982
18	0.1020009511
19	0.1006216084
20	0.09905852904
21	0.09749264365
22	0.09655466134
23	0.09526005656
24	0.09467266747
25	0.09417074205
26	0.09366446661
27	0.09272599211
28	0.09014624631
29	0.08946376946
30	0.08878904852
31	0.08722418844
32	0.08712661923
33	0.08672486763
34	0.08561646199
35	0.08549193113
36	0.08386653214
37	0.08326146606
38	0.07867160249
39	0.0770034221
40	0.07684348659
41	0.07505996813
42	0.07471418689
43	0.07348167829
44	0.07301476513
45	0.07266152855
46	0.07211564625
47	0.07141522931
48	0.07118290416
49	0.07116990462
50	0.07054150805
51	0.07027075002
52	0.06978877772
53	0.06924561838
54	0.06880077507
55	0.06762911644
56	0.06741402572
57	0.06715444106
58	0.06661993892
59	0.06618845083
60	0.06577563268
61	0.06488190285
62	0.06442423463
63	0.06403127163
64	0.06373027549
65	0.06329490977
66	0.06299713729
67	0.06265318255
68	0.06238982305
69	0.06221949751
70	0.06187007802
71	0.06157107075
72	0.06081214412
73	0.06051269268
74	0.06018696248
75	0.05960918159
76	0.05928886763
77	0.05911360581
78	0.05889982588
79	0.05868728129
80	0.05828265417
81	0.05759878559
82	0.05724890269
83	0.05699602612
84	0.05662467845
85	0.0562949348
86	0.05599433244
87	0.0557735843
88	0.05556490505
89	0.05474509879
90	0.05442080639
91	0.05409028166
92	0.05388035982
93	0.05364406541
94	0.0534603634
95	0.05320231577
96	0.05291369008
97	0.05267674419
98	0.0523187473
99	0.05215659793
100	0.05171033175
101	0.05145230201
102	0.05119433826
103	0.05098629933
104	0.05047004876
105	0.04923913791
106	0.04868486005
107	0.04764224921
108	0.04747738527
109	0.04724180092
110	0.04700422717
111	0.04679584831
112	0.0466013778
113	0.04645717656
114	0.0462987513
115	0.04608378922
116	0.04596949561
117	0.04572611855
118	0.04545560396
119	0.04531201384
120	0.0451762144
121	0.04494693893
122	0.04469798485
123	0.04442413576
124	0.04420564373
125	0.0440492852
126	0.04375622597
127	0.04365548548
128	0.04349943268
129	0.04333311934
130	0.04319010898
131	0.04308163196
132	0.04292862228
133	0.04270144341
134	0.04235906391
135	0.04210028643
136	0.04194100943
137	0.04176623619
138	0.04165142101
139	0.04150544993
140	0.0413202497
141	0.04118888839
142	0.04102927658
143	0.04088806197
144	0.04076291554
145	0.04064176622
146	0.04045873812
147	0.03944314201
148	0.03930735785
149	0.0389637492
150	0.0388055294
151	0.0382845987
152	0.03809597008
153	0.03794094752
154	0.03777220397
155	0.03768610495
156	0.03756251567
157	0.03737599359
158	0.03707737885
159	0.03693477301
160	0.03663016795
161	0.03653317794
162	0.03637881732
163	0.03623744008
164	0.0356034594
165	0.03512826454
166	0.03484813754
167	0.03422203241
168	0.03414772107
169	0.03390460709
170	0.03361367626
171	0.03345289348
172	0.03333343326
173	0.03315440531
174	0.03302744524
175	0.03285969709
176	0.0327427704
177	0.03240827967
178	0.03235990761
179	0.03222302083
180	0.03176598989
181	0.03153743743
182	0.03135489706
183	0.03119763634
184	0.03097559164
185	0.03090082033
186	0.03076867598
187	0.03067050323
188	0.03052772379
189	0.03042029381
190	0.03028576559
191	0.02995804805
192	0.02976301968
193	0.02962791905
194	0.02928196532
195	0.02909754529
196	0.02901393401
197	0.02889949231
198	0.02874840852
199	0.02826702686
200	0.02819935487
201	0.0281064275
202	0.02798616981
203	0.02786554965
204	0.0278087003
205	0.0275573906
206	0.02745985433
207	0.02733846265
208	0.0272365799
