iter	Passed	Remaining
424	161353	218302
425	161715	217898
426	162016	217413
427	162368	216997
428	162706	216562
429	163086	216183
430	163441	215772
431	163793	215357
432	164151	214951
433	164478	214504
434	164829	214089
435	165194	213692
436	165518	213242
437	165883	212845
438	166313	212532
439	166659	212111
440	167028	211720
441	167377	211304
442	167720	210880
443	168071	210468
444	168404	210033
445	168754	209618
446	169096	209195
447	169475	208818
448	169860	208448
449	170210	208034
450	170572	207637
451	170956	207265
452	171309	206856
453	171617	206395
454	172010	206034
455	172414	205686
456	172765	205276
457	173124	204877
458	173432	204416
459	173807	204034
460	174175	203646
461	174507	203214
462	174857	202804
463	175203	202389
464	175564	201993
465	175876	201541
466	176237	201145
467	176597	200747
468	176922	200311
469	177267	199897
470	177611	199483
471	177931	199042
472	178242	198591
473	178583	198175
474	178925	197759
475	179272	197350
476	179651	196975
477	180017	196587
478	180370	196185
479	180782	195847
480	181180	195493
481	181513	195070
482	181826	194626
483	182218	194266
484	182560	193853
485	182894	193431
486	183221	193003
487	183590	192619
488	183947	192223
489	184295	191817
490	184642	191411
491	184989	191005
492	185351	190614
493	185684	190195
494	186033	189791
495	186406	189413
496	186750	189005
497	187083	188586
498	187430	188182
499	187761	187761
500	188109	187358
501	188450	186949
502	188760	186508
503	189093	186091
504	189442	185690
505	189799	185298
506	190170	184919
507	190539	184538
508	190910	184159
509	191249	183749
510	191581	183333
511	191974	182975
512	192362	182613
513	192759	182258
514	193165	181912
515	193563	181559
516	193987	181230
517	194403	180892
518	194816	180552
519	195219	180202
520	195606	179838
521	196000	179479
522	196435	179158
523	196892	178856
524	197381	178583
525	197752	178203
526	198085	177788
527	198403	177360
528	198752	176960
529	199125	176582
530	199467	176177
531	199714	175689
532	200071	175297
533	200442	174918
534	200776	174506
535	201006	174005
536	201362	173614
537	201698	173205
538	202087	172843
539	202470	172474
540	202821	172079
541	203185	171695
542	203536	171300
543	203866	170887
544	204167	170452
545	204467	170015
546	204802	169608
547	205133	169197
548	205487	168806
549	205816	168395
550	206132	167973
551	206463	167564
552	206776	167141
553	207114	166738
554	207486	166362
555	207803	165944
556	208129	165532
557	208466	165129
558	208816	164737
559	209164	164343
560	209515	163952
561	209850	163549
562	210189	163149
563	210520	162742
564	210973	162430
565	211301	162022
566	211601	161593
567	211831	161111
568	212028	160605
569	212242	160112
570	212514	159664
571	212719	159167
572	212958	158696
573	213163	158201
574	213325	157675
575	213503	157162
576	213673	156644
577	213865	156144
578	214205	155752
579	214525	155346
580	214955	155019
581	215299	154631
582	215692	154277
583	216057	153903
584	216414	153524
585	216759	153136
586	217136	152772
587	217486	152388
588	217832	152002
589	218249	151664
590	218602	151282
591	218946	150895
592	219272	150495
593	219624	150113
594	219958	149719
595	220212	149271
596	220586	148904
597	220804	148434
598	221080	148002
599	221261	147507
600	221513	147061
601	221689	146565
602	221902	146095
603	222097	145613
604	222275	145121
605	222468	144641
606	222649	144153
607	222831	143667
608	223005	143177
609	223183	142691
610	223356	142202
611	223522	141710
612	223696	141224
613	223863	140734
614	224028	140245
615	224195	139758
616	224354	139266
617	224535	138790
618	224714	138314
619	224879	137829
620	225042	137344
621	225215	136867
622	225384	136388
623	225556	135912
624	225901	135540
625	226269	135183
626	226624	134817
627	226973	134448
628	227292	134062
629	227635	133690
630	227977	133318
631	228327	132949
632	228672	132579
633	229043	132223
634	229303	131804
635	229687	131456
636	229931	131028
637	230119	130569
638	230473	130205
639	230657	129744
640	231046	129400
641	231416	129045
642	231762	128676
643	232182	128349
644	232566	128001
645	232927	127641
646	233401	127342
647	233895	127054
648	234157	126639
649	234380	126204
650	234588	125762
651	234785	125315
652	235225	124997
653	235621	124656
654	235858	124230
655	236108	123812
656	236331	123381
657	236548	122947
658	236914	122591
659	237339	122265
660	237715	121914
661	238119	121577
662	238438	121197
663	238788	120832
664	239142	120470
665	239489	120104
666	239836	119738
667	240075	119319
668	240271	118878
669	240589	118499
670	240863	118098
671	241192	117724
672	241429	117306
673	241690	116900
674	241927	116483
675	242180	116074
676	242431	115665
677	242644	115238
678	242852	114809
679	243056	114379
680	243259	113949
681	243478	113528
682	243730	113122
683	243952	112703
684	244153	112275
685	244321	111832
686	244495	111392
687	244668	110954
688	244851	110520
689	245067	110102
690	245259	109674
691	245479	109259
692	245652	108824
693	245828	108391
694	246185	108038
695	246537	107682
696	246863	107316
697	247222	106964
698	247520	106586
699	247903	106244
700	248313	105913
701	248668	105560
702	249016	105203
703	249377	104851
704	249544	104419
705	249891	104062
706	250267	103717
707	250607	103357
708	250938	102994
709	251296	102642
710	251653	102289
711	251958	101915
712	252193	101513
713	252439	101117
714	252742	100743
715	252973	100341
716	253206	99940
717	253435	99538
718	253666	99138
719	253892	98736
720	254203	98367
721	254448	97973
722	254684	97576
723	254893	97169
724	255156	96783
725	255542	96444
726	255951	96113
727	256386	95792
728	256797	95462
729	257197	95127
730	257589	94790
731	257998	94458
732	258347	94104
733	258733	93764
734	258984	93375
735	259337	93023
736	259667	92663
737	259900	92268
738	260074	91853
739	260271	91446
740	260560	91073
741	260899	90717
742	261229	90357
743	261584	90007
744	261952	89661
745	262328	89318
746	262694	88971
747	263068	88627
748	263317	88241
749	263636	87878
750	263985	87526
751	264333	87173
752	264677	86819
753	265051	86475
754	265312	86094
755	265563	85711
756	265876	85347
757	266208	84989
758	266562	84639
759	266902	84284
760	267149	83901
761	267312	83491
762	267649	83136
763	268001	82785
764	268169	82378
765	268515	82026
766	268812	81660
767	269078	81284
768	269417	80930
769	269734	80570
770	270086	80220
771	270441	79871
772	270777	79516
773	271192	79185
774	271615	78856
775	272020	78521
776	272346	78163
777	272795	77841
778	273227	77513
779	273576	77162
780	273949	76818
781	274300	76467
782	274624	76109
783	274924	75744
784	275291	75398
785	275668	75054
786	276001	74699
787	276250	74321
788	276587	73966
789	276943	73617
790	277234	73251
791	277440	72863
792	277644	72474
793	277970	72118
794	278226	71743
795	278563	71390
796	278808	71013
797	279064	70640
798	279275	70255
799	279449	69862
800	279659	69478
801	279842	69088
802	280027	68699
803	280245	68318
804	280429	67930
805	280599	67538
806	280767	67147
807	280946	66759
808	281233	66397
809	281421	66012
810	281605	65626
811	281809	65246
812	281986	64860
813	282159	64473
814	282382	64099
815	282632	63730
816	282815	63347
817	283015	62969
818	283188	62585
819	283366	62202
820	283541	61819
821	283718	61437
822	283899	61057
823	284087	60678
824	284273	60300
825	284453	59921
826	284621	59539
827	284799	59161
828	284995	58786
829	285175	58409
830	285347	58030
831	285531	57655
832	285698	57276
833	285863	56898
834	286104	56535
835	286281	56160
836	286510	55795
837	286676	55419
838	286848	55044
839	287024	54671
840	287203	54298
841	287381	53926
842	287560	53555
843	287738	53183
844	287914	52812
845	288113	52446
846	288310	52079
847	288490	51710
848	288673	51342
849	288853	50974
850	289036	50606
851	289217	50239
852	289396	49872
853	289568	49504
854	289748	49138
855	289921	48771
856	290120	48409
857	290308	48046
858	290510	47685
859	290695	47322
860	290867	46957
861	291108	46604
862	291290	46241
863	291477	45880
864	291657	45518
865	291832	45156
866	292030	44798
867	292208	44437
868	292417	44081
869	292597	43721
870	292776	43361
871	292950	43001
872	293130	42643
873	293308	42284
874	293477	41925
875	293651	41567
876	293835	41210
877	294012	40853
878	294368	40521
879	294649	40179
880	294997	39846
881	295239	39499
882	295417	39143
883	295590	38787
884	295811	38438
885	295987	38084
886	296289	37746
887	296509	37397
888	296911	37072
889	297144	36725
890	297508	36395
891	297767	36052
892	298032	35710
893	298294	35368
894	298465	35015
895	298665	34666
896	298927	34325
897	299187	33983
898	299382	33634
899	299558	33284
900	299861	32948
901	300207	32616
902	300530	32282
903	300790	31942
904	301045	31601
905	301234	31253
906	301428	30907
907	301612	30559
908	301787	30211
909	301976	29865
910	302157	29519
911	302345	29173
912	302536	28828
913	302719	28483
914	302890	28137
915	303113	27796
916	303305	27452
917	303485	27108
918	303656	26764
919	303830	26420
920	304010	26076
921	304194	25734
922	304384	25392
923	304595	25053
924	304774	24711
925	305008	24374
926	305187	24033
927	305380	23693
928	305559	23352
929	305734	23012
930	306092	22685
931	306405	22355
932	306584	22016
933	306857	21683
934	307200	21356
935	307449	21022
936	307777	20693
937	308024	20359
938	308190	20020
939	308400	19685
940	308565	19346
941	308736	19009
942	309044	18680
943	309372	18352
944	309717	18025
945	309970	17693
946	310217	17361
947	310460	17029
948	310626	16693
949	310814	16358
950	311026	16025
951	311253	15693
952	311439	15359
953	311690	15029
954	311858	14694
955	312101	14364
956	312355	14034
957	312587	13704
958	312820	13373
959	313043	13043
960	313270	12713
961	313505	12383
962	313770	12055
963	314002	11726
964	314294	11399
965	314523	11070
966	314732	10740
967	314964	10412
968	315206	10084
969	315630	9761
970	315920	9435
971	316162	9107
972	316376	8779
973	316602	8451
974	316834	8123
975	317055	7796
976	317277	7469
977	317498	7142
978	317739	6815
979	317962	6489
980	318164	6162
981	318338	5835
982	318512	5508
983	318715	5182
984	318896	4856
985	319250	4532
986	319425	4207
987	319669	3882
988	320030	3559
989	320366	3236
990	320705	2912
991	321062	2589
992	321240	2264
993	321411	1940
994	321649	1616
995	321860	1292
996	322033	969
997	322243	645
998	322635	322
999	322993	0
