iter	Logloss
277	0.01912618094
278	0.01906561122
279	0.019030973
280	0.0189121621
281	0.0187583799
282	0.01870994377
283	0.01865499843
284	0.01859514131
285	0.01855137456
286	0.0184756168
287	0.01841000566
288	0.01833886266
289	0.01825804817
290	0.01819169569
291	0.01815828032
292	0.01806781866
293	0.01800487006
294	0.01794504562
295	0.0178666053
296	0.01782472446
297	0.01771019211
298	0.01767071252
299	0.01761580219
300	0.01757197132
301	0.01752913205
302	0.01746457875
303	0.01738367392
304	0.01731254106
305	0.01721511642
306	0.01718090429
307	0.01712904601
308	0.0170746696
309	0.01699715021
310	0.01693901589
311	0.01686316605
312	0.01683606034
313	0.01674053901
314	0.01668730512
315	0.01666535137
316	0.01657647421
317	0.01649555867
318	0.01645227069
319	0.01636458521
320	0.01632266948
321	0.01628266586
322	0.01623748686
323	0.01615819968
324	0.01606620684
325	0.01602281364
326	0.01600084251
327	0.01596815622
328	0.01593950135
329	0.01589143129
330	0.01582773445
331	0.01579280306
332	0.01568847426
333	0.01562502235
334	0.01557469632
335	0.01554759188
336	0.01547854598
337	0.01544639869
338	0.01540888388
339	0.01535512222
340	0.01529614658
341	0.01527108531
342	0.01523595608
343	0.01518174228
344	0.01514035665
345	0.01507465024
346	0.01500858018
347	0.01493779671
348	0.01489494118
349	0.01482202548
350	0.01478729767
351	0.01471031076
352	0.0146292223
353	0.01459914087
354	0.01456708751
355	0.01451697991
356	0.01449434609
357	0.01442116679
358	0.01439233387
359	0.01436062795
360	0.01433628482
361	0.0142372497
362	0.01419677965
363	0.0141505639
364	0.01408036457
365	0.01404173948
366	0.01400249774
367	0.01397970852
368	0.01389130852
369	0.01385976301
370	0.01381541287
371	0.01376179407
372	0.01369014664
373	0.01363461938
374	0.01360490175
375	0.0135671939
376	0.01351059036
377	0.01344642819
378	0.01330714436
379	0.01327186019
380	0.01321776077
381	0.01319033103
382	0.01314895215
383	0.01311742018
384	0.01309418494
385	0.01306156386
386	0.01302437243
387	0.01298311499
388	0.01293244429
389	0.01288675679
390	0.01286190938
391	0.01282372261
392	0.01279225512
393	0.01276445542
394	0.01268315752
395	0.01260815573
396	0.01256216998
397	0.01253601895
398	0.01251120375
399	0.01247141273
400	0.01242747092
401	0.01237193506
402	0.01232984181
403	0.01230178044
404	0.01226663766
405	0.01224382094
406	0.01221046043
407	0.01219457313
408	0.01217229672
409	0.01215066508
410	0.0121303807
411	0.01210732309
412	0.0120801729
413	0.0120423302
414	0.01201381588
415	0.01199240076
416	0.01195172408
417	0.01191019617
418	0.01178744597
419	0.01175820226
420	0.01172815859
421	0.01166352572
422	0.01162485216
423	0.01158718409
424	0.01152817057
425	0.01149725933
426	0.01146888589
427	0.01142798639
428	0.01139427382
429	0.01136490245
430	0.01131636749
431	0.01126630641
432	0.01121743386
433	0.01119725415
434	0.01117093386
435	0.01116312716
436	0.01114161852
437	0.01110598154
438	0.01105979946
439	0.01103021529
440	0.01099153456
441	0.01094225004
442	0.01092251546
443	0.01089598511
444	0.01086213557
445	0.01083166793
446	0.01078874936
447	0.01075548845
448	0.01073273364
449	0.01070775787
450	0.01067416236
451	0.01064860602
452	0.01060763785
453	0.01056885748
454	0.01054022967
455	0.01052318164
456	0.0105020471
457	0.01047949583
458	0.01044745817
459	0.01043472202
460	0.01041796243
461	0.01039948821
462	0.01037226383
463	0.01033298382
464	0.0103033334
465	0.01028504206
466	0.01024558964
467	0.01020011789
468	0.01015147724
469	0.01012888307
470	0.01011312659
471	0.01005660904
472	0.01004348303
473	0.01002331689
474	0.01000056976
475	0.00997919276
476	0.009950143244
477	0.009928466484
478	0.009891320268
479	0.009874937113
480	0.009855092339
481	0.009834104541
482	0.009808018979
483	0.009756686994
484	0.009734365599
485	0.009716503838
486	0.009702644889
487	0.009649774954
488	0.009626392822
489	0.009611963058
490	0.009575292244
491	0.009546333271
492	0.009521806798
493	0.009496815612
494	0.009468090565
495	0.009444999261
496	0.009427384524
497	0.00941100741
498	0.009388812094
499	0.009365828107
500	0.009353364525
501	0.009331848106
502	0.00926333686
503	0.00925351304
504	0.009214227298
505	0.009179887761
506	0.009152561403
507	0.00912709492
508	0.009104429871
509	0.009088241906
510	0.009057164097
511	0.009032299618
512	0.009021225897
513	0.009005037306
514	0.008993142186
515	0.008976494515
516	0.008964516739
517	0.008947517925
518	0.008935474059
519	0.008916653944
520	0.008905248543
521	0.008868838318
522	0.008854809186
523	0.008837855093
524	0.008821444047
525	0.008800657925
526	0.008777824043
527	0.00875611051
528	0.008735039471
529	0.008665314801
530	0.008654536544
531	0.00865451433
532	0.008627942863
533	0.008597105615
534	0.008581627925
535	0.008581627925
536	0.008567958052
537	0.008538165572
538	0.008521352569
539	0.008492088408
540	0.00847242945
541	0.008450835838
542	0.008438596709
543	0.008420121182
544	0.008409290247
545	0.008332041015
546	0.008303343058
547	0.008283540666
548	0.008262135412
549	0.008231287738
550	0.008210749433
551	0.008186391234
552	0.008179922027
553	0.008163654737
554	0.008151373566
555	0.008136896824
556	0.008128356909
557	0.008103157217
558	0.008087174714
559	0.008066838233
560	0.008038771377
561	0.008019413031
562	0.008001201668
563	0.007968310816
564	0.007957142348
565	0.007957112578
566	0.007957085119
567	0.007957057697
568	0.007957030311
569	0.007957002962
570	0.007956973328
571	0.007956918755
572	0.007956907526
573	0.007956878005
574	0.007956870639
575	0.007956843442
576	0.007956801984
577	0.007956801984
578	0.007943663554
579	0.007891137677
580	0.007872867542
581	0.007844183424
582	0.007824948686
583	0.00779385183
584	0.007778666504
585	0.00776530604
586	0.007744390463
587	0.007717252951
588	0.007691682073
589	0.007674631104
590	0.00766551209
591	0.007651373838
592	0.007630999958
593	0.007617685977
594	0.007591899367
595	0.007591883832
596	0.007579043355
597	0.007579035644
598	0.007579027936
599	0.007579020233
600	0.007579012534
601	0.007579004838
602	0.007578997147
603	0.007578966411
604	0.007578958739
605	0.007578951072
606	0.007578943409
607	0.00757893575
608	0.007578928094
609	0.007578920443
610	0.007578912796
611	0.007578905152
612	0.007578897513
613	0.007578889878
614	0.007578882246
615	0.007578874619
616	0.007578866995
617	0.007578859376
618	0.00757885176
619	0.00757885176
620	0.00757885176
621	0.00757885176
622	0.00757885176
623	0.00757885176
624	0.007558403531
625	0.007547753577
626	0.007526780266
627	0.007508723319
628	0.007480746025
629	0.007459590293
630	0.007441554532
631	0.007425656008
632	0.007414446295
633	0.007400865316
634	0.007400845036
635	0.007388993851
636	0.007388951319
637	0.007388908901
638	0.007378279679
639	0.007378260609
640	0.007363097849
641	0.007347099296
642	0.007333103129
643	0.007318644951
644	0.007298795041
645	0.007280080262
646	0.007265280706
647	0.007247888053
648	0.007247879258
649	0.007247879258
650	0.007247870474
651	0.0072478617
652	0.007213712943
653	0.007197223536
654	0.007197203722
655	0.007197194166
656	0.007197176159
657	0.007197166631
658	0.007178852746
659	0.007158524388
660	0.00714158538
661	0.007130314261
662	0.007093665944
663	0.007054631447
664	0.007035340421
665	0.007010689455
666	0.006997952009
667	0.006997920845
668	0.006997915904
669	0.006997906029
670	0.006997866605
671	0.006997846971
672	0.006997842071
673	0.006997837174
674	0.00699783228
675	0.006997827388
676	0.006997788316
677	0.006997783449
678	0.006997778585
679	0.006997773723
680	0.006997768864
681	0.006997749448
682	0.006997749448
683	0.006997730075
684	0.00699772524
685	0.006997720408
686	0.0069977011
687	0.006997691464
688	0.00699767222
689	0.006997633839
690	0.006997624279
691	0.006997614729
692	0.006997605189
693	0.00699759566
694	0.006977148649
695	0.006962627749
696	0.006939322857
697	0.006912973267
698	0.006883906821
699	0.006866605098
700	0.006838835059
701	0.006819513558
702	0.006806454292
703	0.006775417925
704	0.006775400072
705	0.006752774373
706	0.006731544863
707	0.006716977692
708	0.006705671312
709	0.006691042503
710	0.00666784147
711	0.006667768245
712	0.006667736185
713	0.006667718647
714	0.006667674143
715	0.006667629755
716	0.006667585483
717	0.006667568019
718	0.006667273109
719	0.006667273109
720	0.006667273109
721	0.006667273109
722	0.006667273109
723	0.006667273109
724	0.006667273109
725	0.006658596132
726	0.006646621738
727	0.00663028889
728	0.006613524868
729	0.006608222838
730	0.006592670595
731	0.006576667499
732	0.006570546653
733	0.006544014842
734	0.006543969147
735	0.006535483892
736	0.00652068066
737	0.006520548986
738	0.006520483542
739	0.006520353229
740	0.006489184056
741	0.006474894598
742	0.00645261644
743	0.006431538399
744	0.006412682884
745	0.006401789202
746	0.006385524015
747	0.006354781777
748	0.006354781777
749	0.006344746729
750	0.00633501192
751	0.006291650714
752	0.006264618101
753	0.006254981583
754	0.006254961257
755	0.006254929585
756	0.006243983804
757	0.006233403179
758	0.00621706742
759	0.006199684601
760	0.006199652416
761	0.006199652416
762	0.006189080606
763	0.006176184763
764	0.00617612002
765	0.006163911663
766	0.006144715106
767	0.00614466857
768	0.006108195573
769	0.006099983642
770	0.006080338065
771	0.00606625678
772	0.006057289066
773	0.006042208827
774	0.006004874352
775	0.005992405706
776	0.005992369769
777	0.005974653836
778	0.005960674508
779	0.005937826112
780	0.005927587201
781	0.005910417731
782	0.005902213101
783	0.005862358258
784	0.005846037103
785	0.005823529379
786	0.005811524264
787	0.00581135541
788	0.00580226198
789	0.005785113599
790	0.005785057219
791	0.005784944774
792	0.005784944774
793	0.005779326993
794	0.005779326993
795	0.005770376964
796	0.005770376964
797	0.005770369235
798	0.005770353597
799	0.005770345583
800	0.005770289201
801	0.005770289201
802	0.005770282123
803	0.005770282123
804	0.005770282123
805	0.005770282123
806	0.005770282123
807	0.005770220461
808	0.005770205352
809	0.005770189777
810	0.005770150452
811	0.005770142781
812	0.005770142781
813	0.005770142781
814	0.005770142781
815	0.005770089163
816	0.005770081203
817	0.005770071241
818	0.00577006358
819	0.005770048527
820	0.00577003349
821	0.00577003349
822	0.00577003349
823	0.005769979983
824	0.005769964466
825	0.005769964466
826	0.005769936351
827	0.005769922996
828	0.005769909649
829	0.005769893785
830	0.005769880445
831	0.005769870662
832	0.005769870662
833	0.005769870662
834	0.005769862707
835	0.005769862707
836	0.005769853584
837	0.005769853584
838	0.005769853584
839	0.005769853584
840	0.005769814505
841	0.005769795004
842	0.00576978167
843	0.00576976644
844	0.005769746969
845	0.005769733642
846	0.005769720322
847	0.005769720322
848	0.005769705113
849	0.00576968567
850	0.005769666249
851	0.00576963472
852	0.005769619567
853	0.005769606254
854	0.005769586875
855	0.005769567518
856	0.005769547624
857	0.005769528304
858	0.005769514997
859	0.0057694957
860	0.0057694957
861	0.0057694824
862	0.0057694824
863	0.005769469108
864	0.005769454002
865	0.005769440716
866	0.00576942088
867	0.005769407601
868	0.005769394329
869	0.005769381064
870	0.005769381064
871	0.005769367806
872	0.005769354554
873	0.005769354554
874	0.00576934131
875	0.00576934131
876	0.00576934131
877	0.00576934131
878	0.005754430596
879	0.005754367539
880	0.005747305498
881	0.005747266225
882	0.005747234489
883	0.005747225466
884	0.005747162098
885	0.00574708194
886	0.005747018807
887	0.005747018807
888	0.005732928304
889	0.005732912481
890	0.005710485124
891	0.00571044367
892	0.00571044367
893	0.00571044367
894	0.005710428063
895	0.005698465133
896	0.00569844428
897	0.005698383009
898	0.005698383009
899	0.005698383009
900	0.005687754422
901	0.005682013295
902	0.00567189483
903	0.005671833712
904	0.005671772339
905	0.005671711516
906	0.00567169634
907	0.005671574333
908	0.005671513983
909	0.00567148367
910	0.005671453595
911	0.005671333563
912	0.005671303673
913	0.005671273608
914	0.00567124379
915	0.005671214009
916	0.00567109515
917	0.005671080238
918	0.005671065335
919	0.005671006228
920	0.005670991481
921	0.00567097663
922	0.00567091774
923	0.005670902933
924	0.00567084377
925	0.00567080616
926	0.005670796788
927	0.005670788713
928	0.005670759415
929	0.005670759415
930	0.005660041264
931	0.00564141504
932	0.005641392562
933	0.005641392562
934	0.005623481202
935	0.005623475855
936	0.005615198337
937	0.005615187303
938	0.005615187303
939	0.00561217499
940	0.005612141048
941	0.005612107243
942	0.005602597434
943	0.005594460128
944	0.005585655537
945	0.005585645126
946	0.005585630029
947	0.005585599862
948	0.005585584797
949	0.005585573069
950	0.00558553329
951	0.005585502521
952	0.005585502521
953	0.005585502521
954	0.005585502521
955	0.005585497601
956	0.005585477084
957	0.005585465321
958	0.005585465321
959	0.005585465321
960	0.005585460409
961	0.005585448654
962	0.005585433635
963	0.005585433635
964	0.005585428728
965	0.005585428728
966	0.005585428728
967	0.005585428728
968	0.005585428728
969	0.005578367906
970	0.005578350352
971	0.005578334965
972	0.005578320077
973	0.005578296958
974	0.005578291847
975	0.005578268631
976	0.005578248956
977	0.005578248956
978	0.005578225903
979	0.005578211075
980	0.005578211075
981	0.00557819147
982	0.005578176266
983	0.00557816618
984	0.00557816618
985	0.005557433873
986	0.005557426057
987	0.00555738608
988	0.005525372853
989	0.005512550361
990	0.00549632584
991	0.005475929259
992	0.005475911735
993	0.005475902216
994	0.005475871924
995	0.005475838845
996	0.005475836982
997	0.005475836982
998	0.005458439021
999	0.005439084626
